aphiaid,species,ecoregion,taxon
137128,Alca torda,Faroes,Birds
126682,Alepocephalus bairdii,Faroes,Fish
137129,Alle alle,Faroes,Birds
105836,Alopias vulpinus,Faroes,Fish
126752,Ammodytes tobianus,Faroes,Fish
126757,Anarhichas denticulatus,Faroes,Fish
126758,Anarhichas lupus,Faroes,Fish
126281,Anguilla anguilla,Faroes,Fish
707542,Ardenna grisea,Faroes,Birds
159164,Aythya fuligula,Faroes,Birds
159172,Aythya marila,Faroes,Birds
137087,Balaenoptera acutorostrata,Faroes,Mammals
137088,Balaenoptera borealis,Faroes,Mammals
137090,Balaenoptera musculus,Faroes,Mammals
137091,Balaenoptera physalus,Faroes,Mammals
126394,Beryx decadactylus,Faroes,Fish
126395,Beryx splendens,Faroes,Fish
159197,Bucephala clangula,Faroes,Birds
105901,Centrophorus squamosus,Faroes,Fish
105907,Centroscymnus coelolepis,Faroes,Fish
137130,Cepphus grylle,Faroes,Birds
105837,Cetorhinus maximus,Faroes,Fish
105824,Chimaera monstrosa,Faroes,Fish
712407,Chimaera opalescens,Faroes,Fish
465358,Chroicocephalus ridibundus,Faroes,Birds
137071,Clangula hyemalis,Faroes,Birds
158960,Coryphaenoides rupestris,Faroes,Fish
137078,Cystophora cristata,Faroes,Mammals
298167,Deania calceus,Faroes,Fish
105869,Dipturus batis,Faroes,Fish
126858,Epigonus telescopus,Faroes,Fish
137079,Erignathus barbatus,Faroes,Mammals
137131,Fratercula arctica,Faroes,Birds
137195,Fulmarus glacialis,Faroes,Birds
105820,Galeorhinus galeus,Faroes,Fish
137185,Gavia adamsii,Faroes,Birds
137187,Gavia immer,Faroes,Birds
137188,Gavia stellata,Faroes,Birds
137097,Globicephala melas,Faroes,Mammals
137098,Grampus griseus,Faroes,Mammals
1704278,Gulosus aristotelis,Faroes,Birds
137080,Halichoerus grypus,Faroes,Mammals
105829,Harriotta raleighana,Faroes,Fish
127138,Hippoglossus hippoglossus,Faroes,Fish
126402,Hoplostethus atlanticus,Faroes,Fish
105825,Hydrolagus affinis,Faroes,Fish
105826,Hydrolagus mirabilis,Faroes,Fish
343899,Hyperoodon ampullatus,Faroes,Mammals
137101,Lagenorhynchus albirostris,Faroes,Mammals
105841,Lamna nasus,Faroes,Fish
137138,Larus argentatus,Faroes,Birds
137141,Larus canus,Faroes,Birds
137142,Larus fuscus,Faroes,Birds
137144,Larus glaucoides,Faroes,Birds
137145,Larus hyperboreus,Faroes,Birds
137146,Larus marinus,Faroes,Birds
1571853,Leucopleurus acutus,Faroes,Mammals
105873,Leucoraja circularis,Faroes,Fish
105874,Leucoraja fullonica,Faroes,Fish
126472,Macrourus berglax,Faroes,Fish
137092,Megaptera novaeangliae,Faroes,Mammals
159098,Mergus serrator,Faroes,Birds
137121,Mesoplodon bidens,Faroes,Mammals
127405,Mola mola,Faroes,Fish
148776,Morus bassanus,Faroes,Birds
137102,Orcinus orca,Faroes,Mammals
105915,Oxynotus paradoxus,Faroes,Fish
137179,Phalacrocorax carbo,Faroes,Birds
137117,Phocoena phocoena,Faroes,Mammals
126501,Phycis blennoides,Faroes,Fish
137119,Physeter macrocephalus,Faroes,Mammals
137181,Podiceps auritus,Faroes,Birds
137183,Podiceps grisegena,Faroes,Birds
137201,Puffinus gravis,Faroes,Birds
137203,Puffinus puffinus,Faroes,Birds
105830,Rhinochimaera atlantica,Faroes,Fish
137156,Rissa tridactyla,Faroes,Birds
127186,Salmo salar,Faroes,Fish
127149,Scophthalmus maximus,Faroes,Fish
127254,Sebastes mentella,Faroes,Fish
137074,Somateria mollissima,Faroes,Birds
105919,Somniosus microcephalus,Faroes,Fish
105923,Squalus acanthias,Faroes,Fish
137171,Stercorarius longicaudus,Faroes,Birds
137172,Stercorarius parasiticus,Faroes,Birds
137173,Stercorarius pomarinus,Faroes,Birds
137174,Stercorarius skua,Faroes,Birds
137111,Tursiops truncatus,Faroes,Mammals
137133,Uria aalge,Faroes,Birds
137134,Uria lomvia,Faroes,Birds
151802,Acipenser oxyrinchus,Greater North Sea,Fish
126279,Acipenser sturio,Greater North Sea,Fish
137128,Alca torda,Greater North Sea,Birds
137129,Alle alle,Greater North Sea,Birds
105836,Alopias vulpinus,Greater North Sea,Fish
126413,Alosa alosa,Greater North Sea,Fish
126752,Ammodytes tobianus,Greater North Sea,Fish
126758,Anarhichas lupus,Greater North Sea,Fish
126281,Anguilla anguilla,Greater North Sea,Fish
707542,Ardenna grisea,Greater North Sea,Birds
232037,Aythya ferina,Greater North Sea,Birds
159164,Aythya fuligula,Greater North Sea,Birds
159172,Aythya marila,Greater North Sea,Birds
137087,Balaenoptera acutorostrata,Greater North Sea,Mammals
137088,Balaenoptera borealis,Greater North Sea,Mammals
137091,Balaenoptera physalus,Greater North Sea,Mammals
159197,Bucephala clangula,Greater North Sea,Birds
105901,Centrophorus squamosus,Greater North Sea,Fish
105907,Centroscymnus coelolepis,Greater North Sea,Fish
137130,Cepphus grylle,Greater North Sea,Birds
105837,Cetorhinus maximus,Greater North Sea,Fish
105824,Chimaera monstrosa,Greater North Sea,Fish
465358,Chroicocephalus ridibundus,Greater North Sea,Birds
137071,Clangula hyemalis,Greater North Sea,Birds
137078,Cystophora cristata,Greater North Sea,Mammals
105910,Dalatias licha,Greater North Sea,Fish
105851,Dasyatis pastinaca,Greater North Sea,Fish
298167,Deania calceus,Greater North Sea,Fish
137094,Delphinus delphis,Greater North Sea,Mammals
137209,Dermochelys coriacea,Greater North Sea,Turtles
105869,Dipturus batis,Greater North Sea,Fish
711846,Dipturus intermedius,Greater North Sea,Fish
105871,Dipturus nidarosiensis,Greater North Sea,Fish
137079,Erignathus barbatus,Greater North Sea,Mammals
137131,Fratercula arctica,Greater North Sea,Birds
232054,Fulica atra,Greater North Sea,Birds
137195,Fulmarus glacialis,Greater North Sea,Birds
105820,Galeorhinus galeus,Greater North Sea,Fish
137185,Gavia adamsii,Greater North Sea,Birds
137186,Gavia arctica,Greater North Sea,Birds
137187,Gavia immer,Greater North Sea,Birds
137188,Gavia stellata,Greater North Sea,Birds
137097,Globicephala melas,Greater North Sea,Mammals
137098,Grampus griseus,Greater North Sea,Mammals
1704278,Gulosus aristotelis,Greater North Sea,Birds
137080,Halichoerus grypus,Greater North Sea,Mammals
154776,Hippocampus guttulatus,Greater North Sea,Fish
127380,Hippocampus hippocampus,Greater North Sea,Fish
127138,Hippoglossus hippoglossus,Greater North Sea,Fish
567449,Hydrocoloeus minutus,Greater North Sea,Birds
343899,Hyperoodon ampullatus,Greater North Sea,Mammals
1584284,Ichthyaetus melanocephalus,Greater North Sea,Birds
137101,Lagenorhynchus albirostris,Greater North Sea,Mammals
105841,Lamna nasus,Greater North Sea,Fish
137138,Larus argentatus,Greater North Sea,Birds
137141,Larus canus,Greater North Sea,Birds
137142,Larus fuscus,Greater North Sea,Birds
137144,Larus glaucoides,Greater North Sea,Birds
137145,Larus hyperboreus,Greater North Sea,Birds
137146,Larus marinus,Greater North Sea,Birds
1571853,Leucopleurus acutus,Greater North Sea,Mammals
105873,Leucoraja circularis,Greater North Sea,Fish
105874,Leucoraja fullonica,Greater North Sea,Fish
137092,Megaptera novaeangliae,Greater North Sea,Mammals
137072,Melanitta fusca,Greater North Sea,Birds
137073,Melanitta nigra,Greater North Sea,Birds
232039,Mergellus albellus,Greater North Sea,Birds
159097,Mergus merganser,Greater North Sea,Birds
159098,Mergus serrator,Greater North Sea,Birds
137121,Mesoplodon bidens,Greater North Sea,Mammals
127405,Mola mola,Greater North Sea,Fish
148776,Morus bassanus,Greater North Sea,Birds
105860,Myliobatis aquila,Greater North Sea,Fish
137077,Odobenus rosmarus,Greater North Sea,Mammals
137102,Orcinus orca,Greater North Sea,Mammals
105914,Oxynotus centrina,Greater North Sea,Fish
105915,Oxynotus paradoxus,Greater North Sea,Fish
159019,Pagophilus groenlandicus,Greater North Sea,Mammals
137179,Phalacrocorax carbo,Greater North Sea,Birds
137084,Phoca vitulina,Greater North Sea,Mammals
137117,Phocoena phocoena,Greater North Sea,Mammals
137119,Physeter macrocephalus,Greater North Sea,Mammals
137181,Podiceps auritus,Greater North Sea,Birds
137182,Podiceps cristatus,Greater North Sea,Birds
137183,Podiceps grisegena,Greater North Sea,Birds
137184,Podiceps nigricollis,Greater North Sea,Birds
137201,Puffinus gravis,Greater North Sea,Birds
445503,Puffinus mauretanicus,Greater North Sea,Birds
137203,Puffinus puffinus,Greater North Sea,Birds
159021,Pusa hispida,Greater North Sea,Mammals
137156,Rissa tridactyla,Greater North Sea,Birds
105896,Rostroraja alba,Greater North Sea,Fish
127186,Salmo salar,Greater North Sea,Fish
127254,Sebastes mentella,Greater North Sea,Fish
151324,Sebastes norvegicus,Greater North Sea,Fish
137074,Somateria mollissima,Greater North Sea,Birds
137075,Somateria spectabilis,Greater North Sea,Birds
105928,Squatina squatina,Greater North Sea,Fish
137107,Stenella coeruleoalba,Greater North Sea,Mammals
137171,Stercorarius longicaudus,Greater North Sea,Birds
137172,Stercorarius parasiticus,Greater North Sea,Birds
137173,Stercorarius pomarinus,Greater North Sea,Birds
137174,Stercorarius skua,Greater North Sea,Birds
137111,Tursiops truncatus,Greater North Sea,Mammals
127012,Umbrina cirrosa,Greater North Sea,Fish
137133,Uria aalge,Greater North Sea,Birds
137134,Uria lomvia,Greater North Sea,Birds
137167,Xema sabini,Greater North Sea,Birds
127427,Zeus faber,Greater North Sea,Fish
137128,Alca torda,Greenland Sea,Birds
126682,Alepocephalus bairdii,Greenland Sea,Fish
137129,Alle alle,Greenland Sea,Birds
105865,Amblyraja radiata,Greenland Sea,Fish
126757,Anarhichas denticulatus,Greenland Sea,Fish
126758,Anarhichas lupus,Greenland Sea,Fish
126281,Anguilla anguilla,Greenland Sea,Fish
707542,Ardenna grisea,Greenland Sea,Birds
137086,Balaena mysticetus,Greenland Sea,Mammals
137087,Balaenoptera acutorostrata,Greenland Sea,Mammals
137088,Balaenoptera borealis,Greenland Sea,Mammals
137090,Balaenoptera musculus,Greenland Sea,Mammals
137091,Balaenoptera physalus,Greenland Sea,Mammals
105907,Centroscymnus coelolepis,Greenland Sea,Fish
137130,Cepphus grylle,Greenland Sea,Birds
105837,Cetorhinus maximus,Greenland Sea,Fish
105824,Chimaera monstrosa,Greenland Sea,Fish
137071,Clangula hyemalis,Greenland Sea,Birds
158960,Coryphaenoides rupestris,Greenland Sea,Fish
137078,Cystophora cristata,Greenland Sea,Mammals
137115,Delphinapterus leucas,Greenland Sea,Mammals
105869,Dipturus batis,Greenland Sea,Fish
105871,Dipturus nidarosiensis,Greenland Sea,Fish
137079,Erignathus barbatus,Greenland Sea,Mammals
137131,Fratercula arctica,Greenland Sea,Birds
137195,Fulmarus glacialis,Greenland Sea,Birds
137187,Gavia immer,Greenland Sea,Birds
137188,Gavia stellata,Greenland Sea,Birds
137097,Globicephala melas,Greenland Sea,Mammals
127137,Hippoglossoides platessoides,Greenland Sea,Fish
127138,Hippoglossus hippoglossus,Greenland Sea,Fish
126402,Hoplostethus atlanticus,Greenland Sea,Fish
105825,Hydrolagus affinis,Greenland Sea,Fish
105827,Hydrolagus pallidus,Greenland Sea,Fish
343899,Hyperoodon ampullatus,Greenland Sea,Mammals
137101,Lagenorhynchus albirostris,Greenland Sea,Mammals
105841,Lamna nasus,Greenland Sea,Fish
137142,Larus fuscus,Greenland Sea,Birds
137144,Larus glaucoides,Greenland Sea,Birds
137145,Larus hyperboreus,Greenland Sea,Birds
137146,Larus marinus,Greenland Sea,Birds
1571853,Leucopleurus acutus,Greenland Sea,Mammals
126472,Macrourus berglax,Greenland Sea,Fish
137092,Megaptera novaeangliae,Greenland Sea,Mammals
159098,Mergus serrator,Greenland Sea,Birds
137116,Monodon monoceros,Greenland Sea,Mammals
148776,Morus bassanus,Greenland Sea,Birds
137077,Odobenus rosmarus,Greenland Sea,Mammals
137102,Orcinus orca,Greenland Sea,Mammals
137154,Pagophila eburnea,Greenland Sea,Birds
159019,Pagophilus groenlandicus,Greenland Sea,Mammals
137179,Phalacrocorax carbo,Greenland Sea,Birds
137084,Phoca vitulina,Greenland Sea,Mammals
137117,Phocoena phocoena,Greenland Sea,Mammals
137119,Physeter macrocephalus,Greenland Sea,Mammals
137201,Puffinus gravis,Greenland Sea,Birds
159021,Pusa hispida,Greenland Sea,Mammals
137155,Rhodostethia rosea,Greenland Sea,Birds
137156,Rissa tridactyla,Greenland Sea,Birds
127186,Salmo salar,Greenland Sea,Fish
137074,Somateria mollissima,Greenland Sea,Birds
137075,Somateria spectabilis,Greenland Sea,Birds
105919,Somniosus microcephalus,Greenland Sea,Fish
105923,Squalus acanthias,Greenland Sea,Fish
137171,Stercorarius longicaudus,Greenland Sea,Birds
137172,Stercorarius parasiticus,Greenland Sea,Birds
137173,Stercorarius pomarinus,Greenland Sea,Birds
137174,Stercorarius skua,Greenland Sea,Birds
137133,Uria aalge,Greenland Sea,Birds
137134,Uria lomvia,Greenland Sea,Birds
137167,Xema sabini,Greenland Sea,Birds
137128,Alca torda,Icelandic waters,Birds
126682,Alepocephalus bairdii,Icelandic waters,Fish
137129,Alle alle,Icelandic waters,Birds
126752,Ammodytes tobianus,Icelandic waters,Fish
126757,Anarhichas denticulatus,Icelandic waters,Fish
126281,Anguilla anguilla,Icelandic waters,Fish
707542,Ardenna grisea,Icelandic waters,Birds
232037,Aythya ferina,Icelandic waters,Birds
159164,Aythya fuligula,Icelandic waters,Birds
159172,Aythya marila,Icelandic waters,Birds
137087,Balaenoptera acutorostrata,Icelandic waters,Mammals
137088,Balaenoptera borealis,Icelandic waters,Mammals
137090,Balaenoptera musculus,Icelandic waters,Mammals
137091,Balaenoptera physalus,Icelandic waters,Mammals
126394,Beryx decadactylus,Icelandic waters,Fish
159197,Bucephala clangula,Icelandic waters,Birds
105901,Centrophorus squamosus,Icelandic waters,Fish
105907,Centroscymnus coelolepis,Icelandic waters,Fish
137130,Cepphus grylle,Icelandic waters,Birds
105837,Cetorhinus maximus,Icelandic waters,Fish
105824,Chimaera monstrosa,Icelandic waters,Fish
465358,Chroicocephalus ridibundus,Icelandic waters,Birds
137071,Clangula hyemalis,Icelandic waters,Birds
158960,Coryphaenoides rupestris,Icelandic waters,Fish
137078,Cystophora cristata,Icelandic waters,Mammals
298167,Deania calceus,Icelandic waters,Fish
137115,Delphinapterus leucas,Icelandic waters,Mammals
105869,Dipturus batis,Icelandic waters,Fish
711846,Dipturus intermedius,Icelandic waters,Fish
137079,Erignathus barbatus,Icelandic waters,Mammals
159023,Eubalaena glacialis,Icelandic waters,Mammals
137131,Fratercula arctica,Icelandic waters,Birds
137195,Fulmarus glacialis,Icelandic waters,Birds
105820,Galeorhinus galeus,Icelandic waters,Fish
137187,Gavia immer,Icelandic waters,Birds
137188,Gavia stellata,Icelandic waters,Birds
137097,Globicephala melas,Icelandic waters,Mammals
137098,Grampus griseus,Icelandic waters,Mammals
1704278,Gulosus aristotelis,Icelandic waters,Birds
137080,Halichoerus grypus,Icelandic waters,Mammals
105829,Harriotta raleighana,Icelandic waters,Fish
127138,Hippoglossus hippoglossus,Icelandic waters,Fish
126402,Hoplostethus atlanticus,Icelandic waters,Fish
105825,Hydrolagus affinis,Icelandic waters,Fish
105826,Hydrolagus mirabilis,Icelandic waters,Fish
105827,Hydrolagus pallidus,Icelandic waters,Fish
343899,Hyperoodon ampullatus,Icelandic waters,Mammals
137101,Lagenorhynchus albirostris,Icelandic waters,Mammals
105841,Lamna nasus,Icelandic waters,Fish
137138,Larus argentatus,Icelandic waters,Birds
137141,Larus canus,Icelandic waters,Birds
137142,Larus fuscus,Icelandic waters,Birds
137144,Larus glaucoides,Icelandic waters,Birds
137145,Larus hyperboreus,Icelandic waters,Birds
137146,Larus marinus,Icelandic waters,Birds
1571853,Leucopleurus acutus,Icelandic waters,Mammals
105873,Leucoraja circularis,Icelandic waters,Fish
105874,Leucoraja fullonica,Icelandic waters,Fish
126472,Macrourus berglax,Icelandic waters,Fish
137092,Megaptera novaeangliae,Icelandic waters,Mammals
137073,Melanitta nigra,Icelandic waters,Birds
232039,Mergellus albellus,Icelandic waters,Birds
159097,Mergus merganser,Icelandic waters,Birds
159098,Mergus serrator,Icelandic waters,Birds
137121,Mesoplodon bidens,Icelandic waters,Mammals
137116,Monodon monoceros,Icelandic waters,Mammals
148776,Morus bassanus,Icelandic waters,Birds
137077,Odobenus rosmarus,Icelandic waters,Mammals
137102,Orcinus orca,Icelandic waters,Mammals
159019,Pagophilus groenlandicus,Icelandic waters,Mammals
137179,Phalacrocorax carbo,Icelandic waters,Birds
137084,Phoca vitulina,Icelandic waters,Mammals
137117,Phocoena phocoena,Icelandic waters,Mammals
126501,Phycis blennoides,Icelandic waters,Fish
137119,Physeter macrocephalus,Icelandic waters,Mammals
232041,Polysticta stelleri,Icelandic waters,Birds
137201,Puffinus gravis,Icelandic waters,Birds
137203,Puffinus puffinus,Icelandic waters,Birds
159021,Pusa hispida,Icelandic waters,Mammals
105830,Rhinochimaera atlantica,Icelandic waters,Fish
137156,Rissa tridactyla,Icelandic waters,Birds
127186,Salmo salar,Icelandic waters,Fish
127149,Scophthalmus maximus,Icelandic waters,Fish
137074,Somateria mollissima,Icelandic waters,Birds
105919,Somniosus microcephalus,Icelandic waters,Fish
105923,Squalus acanthias,Icelandic waters,Fish
137107,Stenella coeruleoalba,Icelandic waters,Mammals
137171,Stercorarius longicaudus,Icelandic waters,Birds
137172,Stercorarius parasiticus,Icelandic waters,Birds
137173,Stercorarius pomarinus,Icelandic waters,Birds
137174,Stercorarius skua,Icelandic waters,Birds
137133,Uria aalge,Icelandic waters,Birds
137134,Uria lomvia,Icelandic waters,Birds
137127,Ziphius cavirostris,Icelandic waters,Mammals
126275,Acipenser gueldenstaedtii,Mediterranean and Black Sea,Fish
126276,Acipenser naccarii,Mediterranean and Black Sea,Fish
126279,Acipenser sturio,Mediterranean and Black Sea,Fish
126281,Anguilla anguilla,Mediterranean and Black Sea,Fish
105843,Carcharias taurus,Mediterranean and Black Sea,Fish
105838,Carcharodon carcharias,Mediterranean and Black Sea,Fish
105837,Cetorhinus maximus,Mediterranean and Black Sea,Fish
105869,Dipturus batis,Mediterranean and Black Sea,Fish
711846,Dipturus intermedius,Mediterranean and Black Sea,Fish
1016062,Glaucostegus cemiculus,Mediterranean and Black Sea,Fish
105856,Gymnura altavela,Mediterranean and Black Sea,Fish
126280,Huso huso,Mediterranean and Black Sea,Fish
105875,Leucoraja melitensis,Mediterranean and Black Sea,Fish
105844,Odontaspis ferox,Mediterranean and Black Sea,Fish
105898,Rhinobatos rhinobatos,Mediterranean and Black Sea,Fish
105926,Squatina aculeata,Mediterranean and Black Sea,Fish
105927,Squatina oculata,Mediterranean and Black Sea,Fish
105928,Squatina squatina,Mediterranean and Black Sea,Fish
137128,Alca torda,Norwegian Sea,Birds
126682,Alepocephalus bairdii,Norwegian Sea,Fish
137129,Alle alle,Norwegian Sea,Birds
126752,Ammodytes tobianus,Norwegian Sea,Fish
126281,Anguilla anguilla,Norwegian Sea,Fish
707542,Ardenna grisea,Norwegian Sea,Birds
232037,Aythya ferina,Norwegian Sea,Birds
159164,Aythya fuligula,Norwegian Sea,Birds
159172,Aythya marila,Norwegian Sea,Birds
137086,Balaena mysticetus,Norwegian Sea,Mammals
137087,Balaenoptera acutorostrata,Norwegian Sea,Mammals
137088,Balaenoptera borealis,Norwegian Sea,Mammals
137090,Balaenoptera musculus,Norwegian Sea,Mammals
137091,Balaenoptera physalus,Norwegian Sea,Mammals
159197,Bucephala clangula,Norwegian Sea,Birds
105901,Centrophorus squamosus,Norwegian Sea,Fish
105907,Centroscymnus coelolepis,Norwegian Sea,Fish
137130,Cepphus grylle,Norwegian Sea,Birds
105837,Cetorhinus maximus,Norwegian Sea,Fish
465358,Chroicocephalus ridibundus,Norwegian Sea,Birds
137071,Clangula hyemalis,Norwegian Sea,Birds
158960,Coryphaenoides rupestris,Norwegian Sea,Fish
137078,Cystophora cristata,Norwegian Sea,Mammals
298167,Deania calceus,Norwegian Sea,Fish
105869,Dipturus batis,Norwegian Sea,Fish
711846,Dipturus intermedius,Norwegian Sea,Fish
137079,Erignathus barbatus,Norwegian Sea,Mammals
159023,Eubalaena glacialis,Norwegian Sea,Mammals
137131,Fratercula arctica,Norwegian Sea,Birds
232054,Fulica atra,Norwegian Sea,Birds
137195,Fulmarus glacialis,Norwegian Sea,Birds
105820,Galeorhinus galeus,Norwegian Sea,Fish
137185,Gavia adamsii,Norwegian Sea,Birds
137186,Gavia arctica,Norwegian Sea,Birds
137187,Gavia immer,Norwegian Sea,Birds
137188,Gavia stellata,Norwegian Sea,Birds
137097,Globicephala melas,Norwegian Sea,Mammals
1704278,Gulosus aristotelis,Norwegian Sea,Birds
137080,Halichoerus grypus,Norwegian Sea,Mammals
127138,Hippoglossus hippoglossus,Norwegian Sea,Fish
126402,Hoplostethus atlanticus,Norwegian Sea,Fish
343899,Hyperoodon ampullatus,Norwegian Sea,Mammals
137101,Lagenorhynchus albirostris,Norwegian Sea,Mammals
105841,Lamna nasus,Norwegian Sea,Fish
137138,Larus argentatus,Norwegian Sea,Birds
137141,Larus canus,Norwegian Sea,Birds
137142,Larus fuscus,Norwegian Sea,Birds
137144,Larus glaucoides,Norwegian Sea,Birds
137145,Larus hyperboreus,Norwegian Sea,Birds
137146,Larus marinus,Norwegian Sea,Birds
1571853,Leucopleurus acutus,Norwegian Sea,Mammals
105873,Leucoraja circularis,Norwegian Sea,Fish
105874,Leucoraja fullonica,Norwegian Sea,Fish
137092,Megaptera novaeangliae,Norwegian Sea,Mammals
137072,Melanitta fusca,Norwegian Sea,Birds
137073,Melanitta nigra,Norwegian Sea,Birds
232039,Mergellus albellus,Norwegian Sea,Birds
159097,Mergus merganser,Norwegian Sea,Birds
159098,Mergus serrator,Norwegian Sea,Birds
137121,Mesoplodon bidens,Norwegian Sea,Mammals
148776,Morus bassanus,Norwegian Sea,Birds
137077,Odobenus rosmarus,Norwegian Sea,Mammals
137102,Orcinus orca,Norwegian Sea,Mammals
159019,Pagophilus groenlandicus,Norwegian Sea,Mammals
137179,Phalacrocorax carbo,Norwegian Sea,Birds
137084,Phoca vitulina,Norwegian Sea,Mammals
137117,Phocoena phocoena,Norwegian Sea,Mammals
126501,Phycis blennoides,Norwegian Sea,Fish
137119,Physeter macrocephalus,Norwegian Sea,Mammals
137181,Podiceps auritus,Norwegian Sea,Birds
137182,Podiceps cristatus,Norwegian Sea,Birds
137183,Podiceps grisegena,Norwegian Sea,Birds
232041,Polysticta stelleri,Norwegian Sea,Birds
137201,Puffinus gravis,Norwegian Sea,Birds
137203,Puffinus puffinus,Norwegian Sea,Birds
159021,Pusa hispida,Norwegian Sea,Mammals
137156,Rissa tridactyla,Norwegian Sea,Birds
127186,Salmo salar,Norwegian Sea,Fish
127149,Scophthalmus maximus,Norwegian Sea,Fish
137074,Somateria mollissima,Norwegian Sea,Birds
137075,Somateria spectabilis,Norwegian Sea,Birds
105923,Squalus acanthias,Norwegian Sea,Fish
137171,Stercorarius longicaudus,Norwegian Sea,Birds
137172,Stercorarius parasiticus,Norwegian Sea,Birds
137173,Stercorarius pomarinus,Norwegian Sea,Birds
137174,Stercorarius skua,Norwegian Sea,Birds
137111,Tursiops truncatus,Norwegian Sea,Mammals
137133,Uria aalge,Norwegian Sea,Birds
137134,Uria lomvia,Norwegian Sea,Birds
137128,Alca torda,Oceanic Northeast Atlantic,Birds
126682,Alepocephalus bairdii,Oceanic Northeast Atlantic,Fish
137129,Alle alle,Oceanic Northeast Atlantic,Birds
105835,Alopias superciliosus,Oceanic Northeast Atlantic,Fish
105836,Alopias vulpinus,Oceanic Northeast Atlantic,Fish
126757,Anarhichas denticulatus,Oceanic Northeast Atlantic,Fish
126758,Anarhichas lupus,Oceanic Northeast Atlantic,Fish
126281,Anguilla anguilla,Oceanic Northeast Atlantic,Fish
707542,Ardenna grisea,Oceanic Northeast Atlantic,Birds
137087,Balaenoptera acutorostrata,Oceanic Northeast Atlantic,Mammals
137088,Balaenoptera borealis,Oceanic Northeast Atlantic,Mammals
242603,Balaenoptera brydei,Oceanic Northeast Atlantic,Mammals
137090,Balaenoptera musculus,Oceanic Northeast Atlantic,Mammals
137091,Balaenoptera physalus,Oceanic Northeast Atlantic,Mammals
126394,Beryx decadactylus,Oceanic Northeast Atlantic,Fish
126395,Beryx splendens,Oceanic Northeast Atlantic,Fish
1348497,Calonectris borealis,Oceanic Northeast Atlantic,Birds
137194,Calonectris diomedea,Oceanic Northeast Atlantic,Birds
105789,Carcharhinus falciformis,Oceanic Northeast Atlantic,Fish
105794,Carcharhinus longimanus,Oceanic Northeast Atlantic,Fish
105838,Carcharodon carcharias,Oceanic Northeast Atlantic,Fish
137205,Caretta caretta,Oceanic Northeast Atlantic,Turtles
105899,Centrophorus granulosus,Oceanic Northeast Atlantic,Fish
105901,Centrophorus squamosus,Oceanic Northeast Atlantic,Fish
105907,Centroscymnus coelolepis,Oceanic Northeast Atlantic,Fish
105837,Cetorhinus maximus,Oceanic Northeast Atlantic,Fish
137206,Chelonia mydas,Oceanic Northeast Atlantic,Turtles
105824,Chimaera monstrosa,Oceanic Northeast Atlantic,Fish
712407,Chimaera opalescens,Oceanic Northeast Atlantic,Fish
158960,Coryphaenoides rupestris,Oceanic Northeast Atlantic,Fish
105910,Dalatias licha,Oceanic Northeast Atlantic,Fish
298167,Deania calceus,Oceanic Northeast Atlantic,Fish
137094,Delphinus delphis,Oceanic Northeast Atlantic,Mammals
137209,Dermochelys coriacea,Oceanic Northeast Atlantic,Turtles
105869,Dipturus batis,Oceanic Northeast Atlantic,Fish
711846,Dipturus intermedius,Oceanic Northeast Atlantic,Fish
126858,Epigonus telescopus,Oceanic Northeast Atlantic,Fish
105912,Etmopterus pusillus,Oceanic Northeast Atlantic,Fish
137131,Fratercula arctica,Oceanic Northeast Atlantic,Birds
137195,Fulmarus glacialis,Oceanic Northeast Atlantic,Birds
105820,Galeorhinus galeus,Oceanic Northeast Atlantic,Fish
137097,Globicephala melas,Oceanic Northeast Atlantic,Mammals
137098,Grampus griseus,Oceanic Northeast Atlantic,Mammals
105828,Harriotta haeckeli,Oceanic Northeast Atlantic,Fish
105829,Harriotta raleighana,Oceanic Northeast Atlantic,Fish
105832,Heptranchias perlo,Oceanic Northeast Atlantic,Fish
127138,Hippoglossus hippoglossus,Oceanic Northeast Atlantic,Fish
126402,Hoplostethus atlanticus,Oceanic Northeast Atlantic,Fish
105825,Hydrolagus affinis,Oceanic Northeast Atlantic,Fish
271410,Hydrolagus lustanicus,Oceanic Northeast Atlantic,Fish
105826,Hydrolagus mirabilis,Oceanic Northeast Atlantic,Fish
105827,Hydrolagus pallidus,Oceanic Northeast Atlantic,Fish
343899,Hyperoodon ampullatus,Oceanic Northeast Atlantic,Mammals
105839,Isurus oxyrinchus,Oceanic Northeast Atlantic,Fish
105840,Isurus paucus,Oceanic Northeast Atlantic,Fish
137113,Kogia breviceps,Oceanic Northeast Atlantic,Mammals
105841,Lamna nasus,Oceanic Northeast Atlantic,Fish
148797,Larus delawarensis,Oceanic Northeast Atlantic,Birds
232052,Larus michahellis,Oceanic Northeast Atlantic,Birds
1571853,Leucopleurus acutus,Oceanic Northeast Atlantic,Mammals
105873,Leucoraja circularis,Oceanic Northeast Atlantic,Fish
105874,Leucoraja fullonica,Oceanic Northeast Atlantic,Fish
126472,Macrourus berglax,Oceanic Northeast Atlantic,Fish
137092,Megaptera novaeangliae,Oceanic Northeast Atlantic,Mammals
137121,Mesoplodon bidens,Oceanic Northeast Atlantic,Mammals
137122,Mesoplodon densirostris,Oceanic Northeast Atlantic,Mammals
137123,Mesoplodon europaeus,Oceanic Northeast Atlantic,Mammals
