aphiaid,species,ecoregion,taxon
1016062,glaucostegus cemiculus,western mediterranean sea,fish
105875,leucoraja melitensis,western mediterranean sea,fish
105843,carcharias taurus,western mediterranean sea,fish
105844,odontaspis ferox,western mediterranean sea,fish
105856,gymnura altavela,western mediterranean sea,fish
126279,acipenser sturio,western mediterranean sea,fish
126276,acipenser naccarii,western mediterranean sea,fish
126275,acipenser gueldenstaedtii,western mediterranean sea,fish
126280,huso huso,western mediterranean sea,fish
105837,cetorhinus maximus,western mediterranean sea,fish
137205,caretta caretta,adriatic sea,marine turtles
137098,grampus griseus,adriatic sea,mammals
137209,dermochelys coriacea,adriatic sea,marine turtles
137111,tursiops truncatus,adriatic sea,mammals
137009,monachus monachus,adriatic sea,mammals
137117,phocoena phocoena,adriatic sea,mammals
148776,morus bassanus,adriatic sea,birds
137097,globicephala melas,adriatic sea,mammals
137107,stenella coeruleoalba,adriatic sea,mammals
137194,calonectris diomedea,adriatic sea,birds
445503,puffinus mauretanicus,adriatic sea,birds
1584284,ichthyaetus melanocephalus,adriatic sea,birds
137204,puffinus yelkouan,adriatic sea,birds
137179,phalacrocorax carbo,adriatic sea,birds
159019,pagophilus groenlandicus,adriatic sea,mammals
232052,larus michahellis,adriatic sea,birds
137178,phalacrocorax aristotelis,adriatic sea,birds
137206,chelonia mydas,adriatic sea,marine turtles
137205,caretta caretta,black sea,marine turtles
137098,grampus griseus,black sea,mammals
137209,dermochelys coriacea,black sea,marine turtles
137111,tursiops truncatus,black sea,mammals
137009,monachus monachus,black sea,mammals
137117,phocoena phocoena,black sea,mammals
148776,morus bassanus,black sea,birds
137097,globicephala melas,black sea,mammals
137107,stenella coeruleoalba,black sea,mammals
137194,calonectris diomedea,black sea,birds
445503,puffinus mauretanicus,black sea,birds
1584284,ichthyaetus melanocephalus,black sea,birds
137204,puffinus yelkouan,black sea,birds
137179,phalacrocorax carbo,black sea,birds
159019,pagophilus groenlandicus,black sea,mammals
232052,larus michahellis,black sea,birds
137178,phalacrocorax aristotelis,black sea,birds
137206,chelonia mydas,black sea,marine turtles
137205,caretta caretta,aegean-levantine sea,marine turtles
137098,grampus griseus,aegean-levantine sea,mammals
137209,dermochelys coriacea,aegean-levantine sea,marine turtles
137111,tursiops truncatus,aegean-levantine sea,mammals
137009,monachus monachus,aegean-levantine sea,mammals
137117,phocoena phocoena,aegean-levantine sea,mammals
148776,morus bassanus,aegean-levantine sea,birds
137097,globicephala melas,aegean-levantine sea,mammals
137107,stenella coeruleoalba,aegean-levantine sea,mammals
137194,calonectris diomedea,aegean-levantine sea,birds
445503,puffinus mauretanicus,aegean-levantine sea,birds
1584284,ichthyaetus melanocephalus,aegean-levantine sea,birds
137204,puffinus yelkouan,aegean-levantine sea,birds
137179,phalacrocorax carbo,aegean-levantine sea,birds
159019,pagophilus groenlandicus,aegean-levantine sea,mammals
232052,larus michahellis,aegean-levantine sea,birds
137178,phalacrocorax aristotelis,aegean-levantine sea,birds
137206,chelonia mydas,aegean-levantine sea,marine turtles
137205,caretta caretta,ionian sea and the central mediterranean sea,marine turtles
137098,grampus griseus,ionian sea and the central mediterranean sea,mammals
137209,dermochelys coriacea,ionian sea and the central mediterranean sea,marine turtles
137111,tursiops truncatus,ionian sea and the central mediterranean sea,mammals
137009,monachus monachus,ionian sea and the central mediterranean sea,mammals
137117,phocoena phocoena,ionian sea and the central mediterranean sea,mammals
148776,morus bassanus,ionian sea and the central mediterranean sea,birds
137097,globicephala melas,ionian sea and the central mediterranean sea,mammals
137107,stenella coeruleoalba,ionian sea and the central mediterranean sea,mammals
137194,calonectris diomedea,ionian sea and the central mediterranean sea,birds
445503,puffinus mauretanicus,ionian sea and the central mediterranean sea,birds
1584284,ichthyaetus melanocephalus,ionian sea and the central mediterranean sea,birds
137204,puffinus yelkouan,ionian sea and the central mediterranean sea,birds
137179,phalacrocorax carbo,ionian sea and the central mediterranean sea,birds
159019,pagophilus groenlandicus,ionian sea and the central mediterranean sea,mammals
232052,larus michahellis,ionian sea and the central mediterranean sea,birds
137178,phalacrocorax aristotelis,ionian sea and the central mediterranean sea,birds
137206,chelonia mydas,ionian sea and the central mediterranean sea,marine turtles
137205,caretta caretta,western mediterranean sea,marine turtles
137098,grampus griseus,western mediterranean sea,mammals
137209,dermochelys coriacea,western mediterranean sea,marine turtles
137111,tursiops truncatus,western mediterranean sea,mammals
137009,monachus monachus,western mediterranean sea,mammals
137117,phocoena phocoena,western mediterranean sea,mammals
148776,morus bassanus,western mediterranean sea,birds
137097,globicephala melas,western mediterranean sea,mammals
137107,stenella coeruleoalba,western mediterranean sea,mammals
137194,calonectris diomedea,western mediterranean sea,birds
445503,puffinus mauretanicus,western mediterranean sea,birds
1584284,ichthyaetus melanocephalus,western mediterranean sea,birds
137204,puffinus yelkouan,western mediterranean sea,birds
137179,phalacrocorax carbo,western mediterranean sea,birds
159019,pagophilus groenlandicus,western mediterranean sea,mammals
232052,larus michahellis,western mediterranean sea,birds
137178,phalacrocorax aristotelis,western mediterranean sea,birds
137206,chelonia mydas,western mediterranean sea,marine turtles
137129,alle alle,arctic ocean,birds
137086,balaena mysticetus,arctic ocean,mammals
137087,balaenoptera acutorostrata,arctic ocean,mammals
137090,balaenoptera musculus,arctic ocean,mammals
137091,balaenoptera physalus,arctic ocean,mammals
137130,cepphus grylle,arctic ocean,birds
137071,clangula hyemalis,arctic ocean,birds
137078,cystophora cristata,arctic ocean,mammals
137079,erignathus barbatus,arctic ocean,mammals
137195,fulmarus glacialis,arctic ocean,birds
137188,gavia stellata,arctic ocean,birds
137145,larus hyperboreus,arctic ocean,birds
137092,megaptera novaeangliae,arctic ocean,mammals
137116,monodon monoceros,arctic ocean,mammals
137077,odobenus rosmarus,arctic ocean,mammals
137102,orcinus orca,arctic ocean,mammals
137154,pagophila eburnea,arctic ocean,birds
159019,pagophilus groenlandicus,arctic ocean,mammals
137119,physeter macrocephalus,arctic ocean,mammals
159021,pusa hispida,arctic ocean,mammals
137155,rhodostethia rosea,arctic ocean,birds
137156,rissa tridactyla,arctic ocean,birds
137074,somateria mollissima,arctic ocean,birds
137075,somateria spectabilis,arctic ocean,birds
137171,stercorarius longicaudus,arctic ocean,birds
137172,stercorarius parasiticus,arctic ocean,birds
137173,stercorarius pomarinus,arctic ocean,birds
137174,stercorarius skua,arctic ocean,birds
137134,uria lomvia,arctic ocean,birds
137167,xema sabini,arctic ocean,birds
105835,alopias superciliosus,azores,fish
105836,alopias vulpinus,azores,fish
126757,anarhichas denticulatus,azores,fish
707542,ardenna grisea,azores,birds
126394,beryx decadactylus,azores,fish
126395,beryx splendens,azores,fish
137205,caretta caretta,azores,turtles
105901,centrophorus squamosus,azores,fish
105907,centroscymnus coelolepis,azores,fish
299089,centroscymnus owstonii,azores,fish
137206,chelonia mydas,azores,turtles
712407,chimaera opalescens,azores,fish
465358,chroicocephalus ridibundus,azores,birds
105910,dalatias licha,azores,fish
105905,deania profundorum,azores,fish
137209,dermochelys coriacea,azores,turtles
711846,dipturus intermedius,azores,fish
105820,galeorhinus galeus,azores,fish
105832,heptranchias perlo,azores,fish
126402,hoplostethus atlanticus,azores,fish
105825,hydrolagus affinis,azores,fish
105826,hydrolagus mirabilis,azores,fish
105827,hydrolagus pallidus,azores,fish
105839,isurus oxyrinchus,azores,fish
105841,lamna nasus,azores,fish
126472,macrourus berglax,azores,fish
126950,makaira nigricans,azores,fish
137123,mesoplodon europaeus,azores,mammals
105844,odontaspis ferox,azores,fish
127059,pagellus bogaraveo,azores,fish
105830,rhinochimaera atlantica,azores,fish
105919,somniosus microcephalus,azores,fish
126482,trachyrincus scabrus,azores,fish
465358,chroicocephalus ridibundus,baltic sea,birds
1704278,gulosus aristotelis,baltic sea,birds
137102,orcinus orca,baltic sea,mammals
154375,thymallus thymallus,baltic sea,fish
105865,amblyraja radiata,barents sea,fish
126752,ammodytes tobianus,barents sea,fish
465358,chroicocephalus ridibundus,barents sea,birds
1704278,gulosus aristotelis,barents sea,birds
105841,lamna nasus,barents sea,fish
105874,leucoraja fullonica,barents sea,fish
126459,molva dypterygia,barents sea,fish
137128,alca torda,bay of biscay and iberian coast,birds
126682,alepocephalus bairdii,bay of biscay and iberian coast,fish
105835,alopias superciliosus,bay of biscay and iberian coast,fish
105836,alopias vulpinus,bay of biscay and iberian coast,fish
126752,ammodytes tobianus,bay of biscay and iberian coast,fish
10295,anguilla anguilla,bay of biscay and iberian coast,fish
707542,ardenna grisea,bay of biscay and iberian coast,birds
232037,aythya ferina,bay of biscay and iberian coast,birds
159164,aythya fuligula,bay of biscay and iberian coast,birds
159172,aythya marila,bay of biscay and iberian coast,birds
137087,balaenoptera acutorostrata,bay of biscay and iberian coast,mammals
137088,balaenoptera borealis,bay of biscay and iberian coast,mammals
137090,balaenoptera musculus,bay of biscay and iberian coast,mammals
137091,balaenoptera physalus,bay of biscay and iberian coast,mammals
126394,beryx decadactylus,bay of biscay and iberian coast,fish
126395,beryx splendens,bay of biscay and iberian coast,fish
159197,bucephala clangula,bay of biscay and iberian coast,birds
1348497,calonectris borealis,bay of biscay and iberian coast,birds
137194,calonectris diomedea,bay of biscay and iberian coast,birds
105789,carcharhinus falciformis,bay of biscay and iberian coast,fish
105794,carcharhinus longimanus,bay of biscay and iberian coast,fish
105797,carcharhinus plumbeus,bay of biscay and iberian coast,fish
105838,carcharodon carcharias,bay of biscay and iberian coast,fish
137205,caretta caretta,bay of biscay and iberian coast,turtles
105899,centrophorus granulosus,bay of biscay and iberian coast,fish
105901,centrophorus squamosus,bay of biscay and iberian coast,fish
105902,centrophorus uyato,bay of biscay and iberian coast,fish
105907,centroscymnus coelolepis,bay of biscay and iberian coast,fish
105837,cetorhinus maximus,bay of biscay and iberian coast,fish
105824,chimaera monstrosa,bay of biscay and iberian coast,fish
1488274,chroicocephalus genei,bay of biscay and iberian coast,birds
465358,chroicocephalus ridibundus,bay of biscay and iberian coast,birds
158960,coryphaenoides rupestris,bay of biscay and iberian coast,fish
105910,dalatias licha,bay of biscay and iberian coast,fish
105851,dasyatis pastinaca,bay of biscay and iberian coast,fish
298167,deania calceus,bay of biscay and iberian coast,fish
137094,delphinus delphis,bay of biscay and iberian coast,mammals
137209,dermochelys coriacea,bay of biscay and iberian coast,turtles
105869,dipturus batis,bay of biscay and iberian coast,fish
711846,dipturus intermedius,bay of biscay and iberian coast,fish
127413,ephippion guttifer,bay of biscay and iberian coast,fish
126858,epigonus telescopus,bay of biscay and iberian coast,fish
127032,epinephelus aeneus,bay of biscay and iberian coast,fish
127034,epinephelus costae,bay of biscay and iberian coast,fish
127036,epinephelus marginatus,bay of biscay and iberian coast,fish
105912,etmopterus pusillus,bay of biscay and iberian coast,fish
159023,eubalaena glacialis,bay of biscay and iberian coast,mammals
137131,fratercula arctica,bay of biscay and iberian coast,birds
232054,fulica atra,bay of biscay and iberian coast,birds
137195,fulmarus glacialis,bay of biscay and iberian coast,birds
105820,galeorhinus galeus,bay of biscay and iberian coast,fish
137186,gavia arctica,bay of biscay and iberian coast,birds
137187,gavia immer,bay of biscay and iberian coast,birds
137188,gavia stellata,bay of biscay and iberian coast,birds
1016062,glaucostegus cemiculus,bay of biscay and iberian coast,fish
137097,globicephala melas,bay of biscay and iberian coast,mammals
137098,grampus griseus,bay of biscay and iberian coast,mammals
1704278,gulosus aristotelis,bay of biscay and iberian coast,birds
105856,gymnura altavela,bay of biscay and iberian coast,fish
137080,halichoerus grypus,bay of biscay and iberian coast,mammals
105832,heptranchias perlo,bay of biscay and iberian coast,fish
154776,hippocampus guttulatus,bay of biscay and iberian coast,fish
127380,hippocampus hippocampus,bay of biscay and iberian coast,fish
127138,hippoglossus hippoglossus,bay of biscay and iberian coast,fish
126402,hoplostethus atlanticus,bay of biscay and iberian coast,fish
567449,hydrocoloeus minutus,bay of biscay and iberian coast,birds
105825,hydrolagus affinis,bay of biscay and iberian coast,fish
271410,hydrolagus lustanicus,bay of biscay and iberian coast,fish
105826,hydrolagus mirabilis,bay of biscay and iberian coast,fish
343899,hyperoodon ampullatus,bay of biscay and iberian coast,mammals
1584284,ichthyaetus melanocephalus,bay of biscay and iberian coast,birds
105839,isurus oxyrinchus,bay of biscay and iberian coast,fish
105840,isurus paucus,bay of biscay and iberian coast,fish
137113,kogia breviceps,bay of biscay and iberian coast,mammals
126968,labrus viridis,bay of biscay and iberian coast,fish
137101,lagenorhynchus albirostris,bay of biscay and iberian coast,mammals
105841,lamna nasus,bay of biscay and iberian coast,fish
137138,larus argentatus,bay of biscay and iberian coast,birds
137141,larus canus,bay of biscay and iberian coast,birds
137142,larus fuscus,bay of biscay and iberian coast,birds
137146,larus marinus,bay of biscay and iberian coast,birds
232052,larus michahellis,bay of biscay and iberian coast,birds
105873,leucoraja circularis,bay of biscay and iberian coast,fish
105874,leucoraja fullonica,bay of biscay and iberian coast,fish
137092,megaptera novaeangliae,bay of biscay and iberian coast,mammals
137073,melanitta nigra,bay of biscay and iberian coast,birds
159098,mergus serrator,bay of biscay and iberian coast,birds
137121,mesoplodon bidens,bay of biscay and iberian coast,mammals
105858,mobula mobular,bay of biscay and iberian coast,fish
127405,mola mola,bay of biscay and iberian coast,fish
148776,morus bassanus,bay of biscay and iberian coast,birds
105822,mustelus mustelus,bay of biscay and iberian coast,fish
105823,mustelus punctulatus,bay of biscay and iberian coast,fish
105860,myliobatis aquila,bay of biscay and iberian coast,fish
105844,odontaspis ferox,bay of biscay and iberian coast,fish
137102,orcinus orca,bay of biscay and iberian coast,mammals
105914,oxynotus centrina,bay of biscay and iberian coast,fish
127059,pagellus bogaraveo,bay of biscay and iberian coast,fish
137179,phalacrocorax carbo,bay of biscay and iberian coast,birds
137117,phocoena phocoena,bay of biscay and iberian coast,mammals
137119,physeter macrocephalus,bay of biscay and iberian coast,mammals
137181,podiceps auritus,bay of biscay and iberian coast,birds
137182,podiceps cristatus,bay of biscay and iberian coast,birds
137183,podiceps grisegena,bay of biscay and iberian coast,birds
137184,podiceps nigricollis,bay of biscay and iberian coast,birds
137104,pseudorca crassidens,bay of biscay and iberian coast,mammals
514084,puffinus baroli,bay of biscay and iberian coast,birds
137201,puffinus gravis,bay of biscay and iberian coast,birds
445503,puffinus mauretanicus,bay of biscay and iberian coast,birds
137203,puffinus puffinus,bay of biscay and iberian coast,birds
105898,rhinobatos rhinobatos,bay of biscay and iberian coast,fish
137156,rissa tridactyla,bay of biscay and iberian coast,birds
105896,rostroraja alba,bay of biscay and iberian coast,fish
127186,salmo salar,bay of biscay and iberian coast,fish
127149,scophthalmus maximus,bay of biscay and iberian coast,fish
105819,sphyrna zygaena,bay of biscay and iberian coast,fish
105924,squalus blainville,bay of biscay and iberian coast,fish
105928,squatina squatina,bay of biscay and iberian coast,fish
137107,stenella coeruleoalba,bay of biscay and iberian coast,mammals
137108,stenella frontalis,bay of biscay and iberian coast,mammals
137171,stercorarius longicaudus,bay of biscay and iberian coast,birds
137172,stercorarius parasiticus,bay of biscay and iberian coast,birds
137173,stercorarius pomarinus,bay of biscay and iberian coast,birds
137174,stercorarius skua,bay of biscay and iberian coast,birds
126482,trachyrincus scabrus,bay of biscay and iberian coast,fish
137111,tursiops truncatus,bay of biscay and iberian coast,mammals
127012,umbrina cirrosa,bay of biscay and iberian coast,fish
137133,uria aalge,bay of biscay and iberian coast,birds
137167,xema sabini,bay of biscay and iberian coast,birds
127427,zeus faber,bay of biscay and iberian coast,fish
137127,ziphius cavirostris,bay of biscay and iberian coast,mammals
105836,alopias vulpinus,celtic seas,fish
126752,ammodytes tobianus,celtic seas,fish
126757,anarhichas denticulatus,celtic seas,fish
707542,ardenna grisea,celtic seas,birds
154721,balistes capriscus,celtic seas,fish
126394,beryx decadactylus,celtic seas,fish
126395,beryx splendens,celtic seas,fish
137205,caretta caretta,celtic seas,turtles
105899,centrophorus granulosus,celtic seas,fish
105901,centrophorus squamosus,celtic seas,fish
105907,centroscymnus coelolepis,celtic seas,fish
712407,chimaera opalescens,celtic seas,fish
465358,chroicocephalus ridibundus,celtic seas,birds
158960,coryphaenoides rupestris,celtic seas,fish
105910,dalatias licha,celtic seas,fish
137209,dermochelys coriacea,celtic seas,turtles
105869,dipturus batis,celtic seas,fish
105922,echinorhinus brucus,celtic seas,fish
137079,erignathus barbatus,celtic seas,mammals
159023,eubalaena glacialis,celtic seas,mammals
105820,galeorhinus galeus,celtic seas,fish
1704278,gulosus aristotelis,celtic seas,birds
105828,harriotta haeckeli,celtic seas,fish
105829,harriotta raleighana,celtic seas,fish
105832,heptranchias perlo,celtic seas,fish
126402,hoplostethus atlanticus,celtic seas,fish
105825,hydrolagus affinis,celtic seas,fish
105827,hydrolagus pallidus,celtic seas,fish
105839,isurus oxyrinchus,celtic seas,fish
105841,lamna nasus,celtic seas,fish
105873,leucoraja circularis,celtic seas,fish
105874,leucoraja fullonica,celtic seas,fish
126472,macrourus berglax,celtic seas,fish
137077,odobenus rosmarus,celtic seas,mammals
105914,oxynotus centrina,celtic seas,fish
127059,pagellus bogaraveo,celtic seas,fish
105896,rostroraja alba,celtic seas,fish
151324,sebastes norvegicus,celtic seas,fish
126482,trachyrincus scabrus,celtic seas,fish
127012,umbrina cirrosa,celtic seas,fish
105836,alopias vulpinus,faroes,fish
126752,ammodytes tobianus,faroes,fish
707542,ardenna grisea,faroes,birds
126394,beryx decadactylus,faroes,fish
126395,beryx splendens,faroes,fish
105901,centrophorus squamosus,faroes,fish
105907,centroscymnus coelolepis,faroes,fish
712407,chimaera opalescens,faroes,fish
465358,chroicocephalus ridibundus,faroes,birds
158960,coryphaenoides rupestris,faroes,fish
105820,galeorhinus galeus,faroes,fish
1704278,gulosus aristotelis,faroes,birds
105829,harriotta raleighana,faroes,fish
126402,hoplostethus atlanticus,faroes,fish
105825,hydrolagus affinis,faroes,fish
105841,lamna nasus,faroes,fish
126472,macrourus berglax,faroes,fish
105915,oxynotus paradoxus,faroes,fish
126501,phycis blennoides,faroes,fish
127254,sebastes mentella,faroes,fish
105923,squalus acanthias,faroes,fish
151802,acipenser oxyrinchus,greater north sea,fish
105836,alopias vulpinus,greater north sea,fish
126752,ammodytes tobianus,greater north sea,fish
707542,ardenna grisea,greater north sea,birds
105901,centrophorus squamosus,greater north sea,fish
105907,centroscymnus coelolepis,greater north sea,fish
465358,chroicocephalus ridibundus,greater north sea,birds
137078,cystophora cristata,greater north sea,mammals
105910,dalatias licha,greater north sea,fish
137209,dermochelys coriacea,greater north sea,turtles
105869,dipturus batis,greater north sea,fish
137079,erignathus barbatus,greater north sea,mammals
105820,galeorhinus galeus,greater north sea,fish
137185,gavia adamsii,greater north sea,birds
1704278,gulosus aristotelis,greater north sea,birds
105841,lamna nasus,greater north sea,fish
137077,odobenus rosmarus,greater north sea,mammals
105914,oxynotus centrina,greater north sea,fish
159019,pagophilus groenlandicus,greater north sea,mammals
445503,puffinus mauretanicus,greater north sea,birds
159021,pusa hispida,greater north sea,mammals
105896,rostroraja alba,greater north sea,fish
137171,stercorarius longicaudus,greater north sea,birds
137173,stercorarius pomarinus,greater north sea,birds
137167,xema sabini,greater north sea,birds
707542,ardenna grisea,greenland sea,birds
105907,centroscymnus coelolepis,greenland sea,fish
158960,coryphaenoides rupestris,greenland sea,fish
137115,delphinapterus leucas,greenland sea,mammals
105869,dipturus batis,greenland sea,fish
105871,dipturus nidarosiensis,greenland sea,fish
127137,hippoglossoides platessoides,greenland sea,fish
126402,hoplostethus atlanticus,greenland sea,fish
105825,hydrolagus affinis,greenland sea,fish
105827,hydrolagus pallidus,greenland sea,fish
105841,lamna nasus,greenland sea,fish
126472,macrourus berglax,greenland sea,fish
105923,squalus acanthias,greenland sea,fish
126682,alepocephalus bairdii,icelandic waters,fish
126752,ammodytes tobianus,icelandic waters,fish
707542,ardenna grisea,icelandic waters,birds
126394,beryx decadactylus,icelandic waters,fish
105901,centrophorus squamosus,icelandic waters,fish
105907,centroscymnus coelolepis,icelandic waters,fish
465358,chroicocephalus ridibundus,icelandic waters,birds
158960,coryphaenoides rupestris,icelandic waters,fish
137115,delphinapterus leucas,icelandic waters,mammals
105820,galeorhinus galeus,icelandic waters,fish
137098,grampus griseus,icelandic waters,mammals
1704278,gulosus aristotelis,icelandic waters,birds
105829,harriotta raleighana,icelandic waters,fish
127138,hippoglossus hippoglossus,icelandic waters,fish
126402,hoplostethus atlanticus,icelandic waters,fish
105825,hydrolagus affinis,icelandic waters,fish
105827,hydrolagus pallidus,icelandic waters,fish
105841,lamna nasus,icelandic waters,fish
105873,leucoraja circularis,icelandic waters,fish
126472,macrourus berglax,icelandic waters,fish
137121,mesoplodon bidens,icelandic waters,mammals
137116,monodon monoceros,icelandic waters,mammals
137077,odobenus rosmarus,icelandic waters,mammals
126501,phycis blennoides,icelandic waters,fish
127149,scophthalmus maximus,icelandic waters,fish
105923,squalus acanthias,icelandic waters,fish
137107,stenella coeruleoalba,icelandic waters,mammals
137127,ziphius cavirostris,icelandic waters,mammals
126682,alepocephalus bairdii,norwegian sea,fish
126752,ammodytes tobianus,norwegian sea,fish
707542,ardenna grisea,norwegian sea,birds
105901,centrophorus squamosus,norwegian sea,fish
105907,centroscymnus coelolepis,norwegian sea,fish
465358,chroicocephalus ridibundus,norwegian sea,birds
158960,coryphaenoides rupestris,norwegian sea,fish
298167,deania calceus,norwegian sea,fish
105869,dipturus batis,norwegian sea,fish
711846,dipturus intermedius,norwegian sea,fish
105820,galeorhinus galeus,norwegian sea,fish
1704278,gulosus aristotelis,norwegian sea,birds
126402,hoplostethus atlanticus,norwegian sea,fish
105841,lamna nasus,norwegian sea,fish
126501,phycis blennoides,norwegian sea,fish
127149,scophthalmus maximus,norwegian sea,fish
105923,squalus acanthias,norwegian sea,fish
105835,alopias superciliosus,oceanic northeast atlantic,fish
105836,alopias vulpinus,oceanic northeast atlantic,fish
707542,ardenna grisea,oceanic northeast atlantic,birds
126394,beryx decadactylus,oceanic northeast atlantic,fish
126395,beryx splendens,oceanic northeast atlantic,fish
137205,caretta caretta,oceanic northeast atlantic,turtles
105901,centrophorus squamosus,oceanic northeast atlantic,fish
105907,centroscymnus coelolepis,oceanic northeast atlantic,fish
137206,chelonia mydas,oceanic northeast atlantic,turtles
712407,chimaera opalescens,oceanic northeast atlantic,fish
158960,coryphaenoides rupestris,oceanic northeast atlantic,fish
105910,dalatias licha,oceanic northeast atlantic,fish
137209,dermochelys coriacea,oceanic northeast atlantic,turtles
105820,galeorhinus galeus,oceanic northeast atlantic,fish
105828,harriotta haeckeli,oceanic northeast atlantic,fish
105829,harriotta raleighana,oceanic northeast atlantic,fish
105832,heptranchias perlo,oceanic northeast atlantic,fish
126402,hoplostethus atlanticus,oceanic northeast atlantic,fish
105825,hydrolagus affinis,oceanic northeast atlantic,fish
271410,hydrolagus lustanicus,oceanic northeast atlantic,fish
105827,hydrolagus pallidus,oceanic northeast atlantic,fish
105839,isurus oxyrinchus,oceanic northeast atlantic,fish
105841,lamna nasus,oceanic northeast atlantic,fish
126472,macrourus berglax,oceanic northeast atlantic,fish
126459,molva dypterygia,oceanic northeast atlantic,fish
105914,oxynotus centrina,oceanic northeast atlantic,fish
127059,pagellus bogaraveo,oceanic northeast atlantic,fish
127254,sebastes mentella,oceanic northeast atlantic,fish
151324,sebastes norvegicus,oceanic northeast atlantic,fish
422607,stercorarius maccormicki,oceanic northeast atlantic,birds
126482,trachyrincus scabrus,oceanic northeast atlantic,fish
105837,cetorhinus maximus,black sea,fish
105838,carcharodon carcharias,black sea,fish
105843,carcharias taurus,black sea,fish
105844,odontaspis ferox,black sea,fish
105869,dipturus batis,black sea,fish
105875,leucoraja melitensis,black sea,fish
105898,rhinobatos rhinobatos,black sea,fish
105926,squatina aculeata,black sea,fish
105927,squatina oculata,black sea,fish
126276,acipenser naccarii,black sea,fish
10295,anguilla anguilla,adriatic sea,fish
10295,anguilla anguilla,aegean-levantine sea,fish
10295,anguilla anguilla,black sea,fish
10295,anguilla anguilla,ionian sea and the central mediterranean sea,fish
10295,anguilla anguilla,western mediterranean sea,fish
711846,dipturus intermedius,black sea,fish
1016062,glaucostegus cemiculus,black sea,fish
